permutation,PD_code,Jones_polynomial,Jones_polynomial_span,Alexander_polynomial,Alexander_polynomial_span,Signature,Determinant,coefficients,min_degree,max_degree
"[1.55075, -0.920554, 0.737547, -0.806096, -1.36139, -0.765504, 0.737681, -0.881582, 0.102463, 0.307843, -0.0000790047, -1.29341, 0.204553, -1.81508, -0.317038, -0.436934, 1.10701, 1.07448, -0.970372, -1.19046, -0.55765, -0.594345, -1.21473, -1.01875, 0.0440073]","[[25, 2, 26, 3], [35, 4, 36, 5], [52, 3, 53, 4], [66, 1, 67, 2], [15, 6, 16, 7], [31, 9, 32, 8], [48, 10, 49, 9], [62, 6, 63, 5], [74, 8, 75, 7], [21, 11, 22, 10], [78, 11, 1, 12], [23, 12, 24, 13], [33, 14, 34, 15], [50, 13, 51, 14], [19, 30, 20, 31], [20, 47, 21, 48], [16, 57, 17, 58], [18, 60, 19, 59], [17, 72, 18, 73], [41, 27, 42, 26], [65, 24, 66, 25], [77, 22, 78, 23], [27, 39, 28, 38], [29, 47, 30, 46], [28, 69, 29, 70], [43, 37, 44, 36], [63, 34, 64, 35], [75, 32, 76, 33], [37, 54, 38, 55], [39, 68, 40, 69], [53, 42, 54, 43], [67, 40, 68, 41], [44, 55, 45, 56], [45, 70, 46, 71], [64, 51, 65, 52], [76, 49, 77, 50], [56, 61, 57, 62], [73, 59, 74, 58], [60, 72, 61, 71]]","[[-18, -2], [-17, 5], [-16, -7], [-15, 6], [-13, -8], [-12, 15], [-11, -18], [-10, 16], [-9, -12], [-8, 4], [-7, 4], [-6, -8], [-5, 9], [-4, -5], [-3, 2]]",15,"[[-7, 1], [-6, -8], [-5, 21], [-4, -22], [-3, 3], [-2, 20], [-1, -31], [0, 33], [1, -31], [2, 20], [3, 3], [4, -22], [5, 21], [6, -8], [7, 1]]",14,-8,25,"[-2, 5, -7, 6, -8, 15, -18, 16, -12, 4, 4, -8, 9, -5, 2]",-18,-3
"[1.01432, 0.241276, -0.332868, -0.470979, 0.271785, 0.753328, 1.64336, 1.41131, 0.343919, 0.377332, 0.787509, 0.0117154, -1.38806, 1.74433, -1.55467, 0.419389, -0.118757, -1.90879, -1.91201, -0.827963, -0.06658, 0.638866, 0.49799, -2.25412, 0.833193, 0.310516, 0.195481, 1.128, -0.949942, -0.328311, 0.588476, 1.43163, 1.7261, 0.990255, 0.953035, -0.572027, 0.438836]","[[13, 2, 14, 3], [58, 3, 59, 4], [88, 2, 89, 1], [5, 26, 6, 27], [6, 53, 7, 54], [4, 61, 5, 62], [7, 75, 8, 74], [10, 30, 11, 29], [12, 37, 13, 38], [8, 44, 9, 43], [11, 65, 12, 64], [9, 72, 10, 73], [90, 16, 91, 15], [111, 14, 112, 15], [17, 46, 18, 47], [16, 100, 17, 99], [49, 20, 50, 21], [80, 23, 81, 24], [92, 19, 93, 20], [97, 19, 98, 18], [105, 23, 106, 22], [110, 22, 111, 21], [32, 35, 33, 36], [27, 41, 28, 40], [28, 55, 29, 56], [31, 67, 32, 66], [30, 72, 31, 71], [25, 76, 26, 77], [24, 108, 25, 107], [68, 34, 69, 33], [38, 58, 39, 57], [34, 68, 35, 67], [36, 69, 37, 70], [41, 54, 42, 55], [39, 62, 40, 63], [42, 74, 43, 73], [44, 85, 45, 86], [45, 101, 46, 100], [82, 51, 83, 52], [91, 48, 92, 49], [98, 48, 99, 47], [103, 51, 104, 50], [56, 64, 57, 63], [52, 75, 53, 76], [78, 59, 79, 60], [65, 71, 66, 70], [60, 77, 61, 78], [94, 84, 95, 83], [106, 80, 107, 79], [108, 81, 109, 82], [84, 96, 85, 95], [89, 86, 90, 87], [112, 88, 1, 87], [102, 94, 103, 93], [96, 102, 97, 101], [109, 105, 110, 104]]","[[-5, 1], [-4, -4], [-3, 12], [-2, -27], [-1, 52], [0, -90], [1, 133], [2, -169], [3, 188], [4, -180], [5, 150], [6, -104], [7, 55], [8, -14], [9, -12], [10, 20], [11, -15], [12, 7], [13, -2]]",18,"[[-5, 3], [-4, -20], [-3, 65], [-2, -137], [-1, 213], [0, -247], [1, 213], [2, -137], [3, 65], [4, -20], [5, 3]]",10,2,1123,"[1, -4, 12, -27, 52, -90, 133, -169, 188, -180, 150, -104, 55, -14, -12, 20, -15, 7, -2]",-5,13
"[-0.54076, -0.657826, -1.49896, -0.452183, -2.54624, 1.52633, 1.38447, 2.13534, 0.964154, 0.15629, 0.461618, -0.174024, -0.706193, 0.761216, -2.29613, -1.44688, 2.18761, -2.51532, 0.237837, -0.67692, -0.545695, -1.20934, 0.415645, 1.13397, 1.13347, -0.422337, -0.754527, -0.863523, -1.2163]","[[26, 1, 27, 2], [9, 4, 10, 5], [18, 4, 19, 3], [32, 5, 33, 6], [49, 2, 50, 3], [6, 31, 7, 32], [7, 46, 8, 47], [33, 10, 34, 11], [47, 8, 48, 9], [11, 52, 12, 53], [12, 68, 13, 67], [41, 15, 42, 14], [48, 20, 49, 19], [50, 17, 51, 18], [56, 15, 57, 16], [60, 14, 61, 13], [69, 17, 70, 16], [20, 25, 21, 26], [21, 29, 22, 28], [63, 22, 64, 23], [24, 29, 25, 30], [23, 64, 24, 65], [70, 27, 1, 28], [30, 46, 31, 45], [40, 37, 41, 38], [51, 35, 52, 34], [57, 37, 58, 36], [59, 38, 60, 39], [68, 35, 69, 36], [39, 58, 40, 59], [61, 42, 62, 43], [43, 55, 44, 54], [44, 65, 45, 66], [53, 67, 54, 66], [62, 56, 63, 55]]","[[-13, -2], [-12, 6], [-11, -13], [-10, 22], [-9, -31], [-8, 38], [-7, -40], [-6, 37], [-5, -30], [-4, 21], [-3, -11], [-2, 5], [-1, -1]]",12,"[[-4, 3], [-3, -13], [-2, 32], [-1, -51], [0, 59], [1, -51], [2, 32], [3, -13], [4, 3]]",8,-4,257,"[-2, 6, -13, 22, -31, 38, -40, 37, -30, 21, -11, 5, -1]",-13,-1
"[-1.33535, -0.766022, 0.61605, -1.53989, -2.03175, -1.14207, 0.603865, 1.17374, 0.5088, 0.71478, -2.17878, -1.73323, 0.243514, 0.0125651, -0.586896, 0.950461, 0.926363, 0.207363, 0.608549, -1.18324, 0.455302, -0.0493068, -0.851055, 0.0807974, 0.0662082, 0.318915, 0.886357, 0.115219, -0.744729]","[[84, 1, 85, 2], [5, 23, 6, 22], [4, 36, 5, 35], [3, 82, 4, 83], [2, 85, 3, 86], [21, 7, 22, 6], [62, 8, 63, 7], [8, 41, 9, 42], [30, 12, 31, 11], [46, 9, 47, 10], [75, 12, 76, 13], [91, 10, 92, 11], [110, 14, 1, 13], [28, 17, 29, 18], [38, 19, 39, 20], [49, 21, 50, 20], [55, 14, 56, 15], [77, 17, 78, 16], [93, 19, 94, 18], [108, 15, 109, 16], [23, 36, 24, 37], [24, 52, 25, 51], [26, 96, 27, 95], [25, 105, 26, 104], [58, 30, 59, 29], [67, 32, 68, 33], [74, 31, 75, 32], [102, 28, 103, 27], [37, 51, 38, 50], [34, 69, 35, 70], [33, 88, 34, 89], [47, 41, 48, 40], [60, 40, 61, 39], [42, 64, 43, 63], [43, 71, 44, 70], [65, 45, 66, 44], [72, 46, 73, 45], [61, 48, 62, 49], [52, 82, 53, 81], [53, 99, 54, 98], [76, 58, 77, 57], [92, 60, 93, 59], [99, 55, 100, 54], [109, 56, 110, 57], [71, 64, 72, 65], [89, 66, 90, 67], [68, 87, 69, 88], [90, 73, 91, 74], [101, 78, 102, 79], [83, 87, 84, 86], [79, 96, 80, 97], [80, 105, 81, 106], [103, 94, 104, 95], [97, 106, 98, 107], [107, 100, 108, 101]]","[[-11, 4], [-10, -31], [-9, 126], [-8, -366], [-7, 839], [-6, -1595], [-5, 2583], [-4, -3615], [-3, 4410], [-2, -4711], [-1, 4403], [0, -3563], [1, 2431], [2, -1304], [3, 440], [4, 31], [5, -136], [6, 23], [7, 127], [8, -196], [9, 170], [10, -100], [11, 40], [12, -10], [13, 1]]",24,"[[-8, -7], [-7, 48], [-6, -157], [-5, 354], [-4, -758], [-3, 1741], [-2, -3553], [-1, 5576], [0, -6487], [1, 5576], [2, -3553], [3, 1741], [4, -758], [5, 354], [6, -157], [7, 48], [8, -7]]",16,-2,30875,"[4, -31, 126, -366, 839, -1595, 2583, -3615, 4410, -4711, 4403, -3563, 2431, -1304, 440, 31, -136, 23, 127, -196, 170, -100, 40, -10, 1]",-11,13
"[0.702102, 0.61079, 0.228251, 0.52714, 0.233661, 0.00859132, -0.422244, 1.81067, -0.113698, -0.233845, 0.274367, 1.69223, -0.43203, 0.0808928, -0.0092816, 0.746668, -0.133118, 0.253313, 0.133622, -0.160366, 0.829939, 1.39119, -1.39188, -0.514518, 0.661106, -0.172333, 0.213701, 0.902324, 0.961931, 1.16568, -1.60846, -0.832775, -0.661074]","[[96, 1, 97, 2], [30, 5, 31, 6], [51, 2, 52, 3], [67, 4, 68, 5], [90, 4, 91, 3], [6, 101, 7, 102], [42, 8, 43, 7], [79, 8, 80, 9], [9, 15, 10, 14], [11, 45, 12, 44], [10, 77, 11, 78], [43, 13, 44, 12], [78, 13, 79, 14], [17, 59, 18, 58], [16, 81, 17, 82], [15, 112, 16, 113], [34, 20, 35, 19], [38, 23, 39, 24], [59, 19, 60, 18], [71, 21, 72, 20], [86, 21, 87, 22], [107, 22, 108, 23], [24, 53, 25, 54], [41, 33, 42, 32], [48, 25, 49, 26], [66, 29, 67, 30], [91, 29, 92, 28], [93, 26, 94, 27], [100, 32, 101, 31], [110, 34, 111, 33], [118, 27, 119, 28], [35, 72, 36, 73], [36, 86, 37, 85], [37, 107, 38, 106], [69, 40, 70, 41], [88, 40, 89, 39], [46, 65, 47, 66], [45, 103, 46, 102], [47, 116, 48, 117], [94, 49, 95, 50], [97, 53, 98, 52], [119, 50, 120, 51], [57, 61, 58, 60], [56, 74, 57, 73], [55, 84, 56, 85], [54, 105, 55, 106], [62, 75, 63, 76], [61, 83, 62, 82], [63, 105, 64, 104], [64, 116, 65, 115], [99, 69, 100, 68], [109, 71, 110, 70], [74, 84, 75, 83], [76, 114, 77, 113], [111, 81, 112, 80], [98, 89, 99, 90], [108, 87, 109, 88], [92, 117, 93, 118], [120, 95, 1, 96], [103, 114, 104, 115]]","[[-15, -2], [-14, 13], [-13, -36], [-12, 28], [-11, 122], [-10, -514], [-9, 1087], [-8, -1567], [-7, 1631], [-6, -1160], [-5, 328], [-4, 541], [-3, -1159], [-2, 1361], [-1, -1111], [0, 522], [1, 140], [2, -559], [3, 581], [4, -320], [5, 40], [6, 82], [7, -60], [8, 2], [9, 23], [10, -17], [11, 6], [12, -1]]",27,"[[-9, 1], [-8, -7], [-7, 24], [-6, -55], [-5, 97], [-4, -150], [-3, 227], [-2, -335], [-1, 446], [0, -495], [1, 446], [2, -335], [3, 227], [4, -150], [5, 97], [6, -55], [7, 24], [8, -7], [9, 1]]",18,-2,3179,"[-2, 13, -36, 28, 122, -514, 1087, -1567, 1631, -1160, 328, 541, -1159, 1361, -1111, 522, 140, -559, 581, -320, 40, 82, -60, 2, 23, -17, 6, -1]",-15,12
"[-1.30067, -1.42566, 1.4176, 0.533445, -0.932351, 0.418822, 0.550235, 0.00643603, 0.428543, 0.379691, -0.81971, 0.0388322, -1.43044, -0.955433, 0.454388, 0.333962, 0.234636, 0.654277, 0.0797421, -1.44941, 0.445178, 1.26995, 1.00968, 1.62105, 1.02587]","[[32, 1, 33, 2], [7, 11, 8, 10], [6, 16, 7, 15], [3, 21, 4, 20], [4, 29, 5, 30], [2, 49, 3, 50], [5, 53, 6, 52], [13, 9, 14, 8], [9, 15, 10, 14], [11, 16, 12, 17], [17, 12, 18, 13], [30, 19, 31, 20], [51, 19, 52, 18], [21, 28, 22, 29], [22, 54, 23, 53], [33, 24, 34, 25], [40, 25, 41, 26], [58, 24, 1, 23], [26, 39, 27, 40], [27, 48, 28, 49], [44, 36, 45, 35], [50, 31, 51, 32], [57, 34, 58, 35], [37, 43, 38, 42], [36, 46, 37, 45], [38, 55, 39, 56], [43, 46, 44, 47], [41, 57, 42, 56], [47, 54, 48, 55]]","[[-11, -1], [-10, 2], [-9, -4], [-8, 6], [-7, -7], [-6, 8], [-5, -7], [-4, 5], [-3, -3], [-2, 2]]",9,"[[-3, -1], [-2, 6], [-1, -10], [0, 11], [1, -10], [2, 6], [3, -1]]",6,0,45,"[-1, 2, -4, 6, -7, 8, -7, 5, -3, 2]",-11,-2
"[1.21875, 0.599172, -0.629035, 0.316345, 0.970689, -1.23893, 0.878322, -3.1629, 0.550189, -0.618988, 0.0196774, -1.48386, 1.76055, -0.913043, 1.55477, -1.94977, -0.847372, -0.394601, -1.29759, 0.106435, -0.648506, -0.358063, 0.816624]","[[18, 2, 19, 1], [26, 4, 27, 3], [57, 5, 58, 4], [79, 2, 80, 3], [7, 12, 8, 13], [9, 37, 10, 36], [6, 48, 7, 47], [8, 54, 9, 53], [5, 72, 6, 73], [37, 11, 38, 10], [54, 12, 55, 11], [14, 24, 15, 23], [16, 43, 17, 44], [13, 67, 14, 66], [15, 82, 16, 83], [30, 17, 31, 18], [90, 20, 1, 19], [20, 29, 21, 30], [22, 46, 23, 45], [21, 85, 22, 84], [33, 24, 34, 25], [40, 26, 41, 25], [77, 29, 78, 28], [88, 28, 89, 27], [42, 31, 43, 32], [81, 32, 82, 33], [34, 52, 35, 51], [35, 68, 36, 69], [50, 40, 51, 39], [69, 38, 70, 39], [80, 42, 81, 41], [46, 65, 47, 66], [44, 84, 45, 83], [55, 48, 56, 49], [70, 49, 71, 50], [52, 67, 53, 68], [63, 58, 64, 59], [71, 56, 72, 57], [60, 75, 61, 76], [59, 86, 60, 87], [76, 61, 77, 62], [87, 62, 88, 63], [64, 73, 65, 74], [74, 85, 75, 86], [89, 78, 90, 79]]","[[-14, 1], [-13, -5], [-12, 13], [-11, -20], [-10, 4], [-9, 47], [-8, -120], [-7, 172], [-6, -158], [-5, 74], [-4, 53], [-3, -178], [-2, 266], [-1, -290], [0, 243], [1, -140], [2, 27], [3, 46], [4, -61], [5, 38], [6, -12], [8, 1]]",22,"[[-8, 4], [-7, -22], [-6, 53], [-5, -65], [-4, 40], [-3, -16], [-2, 20], [-1, -25], [0, 23], [1, -25], [2, 20], [3, -16], [4, 40], [5, -65], [6, 53], [7, -22], [8, 4]]",16,-4,513,"[1, -5, 13, -20, 4, 47, -120, 172, -158, 74, 53, -178, 266, -290, 243, -140, 27, 46, -61, 38, -12, 1]",-14,8
"[0.252377, -0.141708, -0.290573, -0.280653, 1.01753, 1.92697, 2.25658, -1.58923, 1.97245, 0.456552, 0.574208, -1.39864, -0.647795, -0.356283, -0.246523, -1.16253, -1.02451, -0.147182, 0.999093, -0.478028, -2.32534, 1.08951, -0.999207, -1.92301, -1.22776, 1.80037, -1.37884, 0.0539235, 0.417314, 1.38006, -0.85584]","[[19, 3, 20, 2], [34, 4, 35, 3], [56, 2, 57, 1], [6, 38, 7, 37], [4, 49, 5, 50], [5, 61, 6, 60], [7, 62, 8, 63], [15, 8, 16, 9], [24, 9, 25, 10], [54, 11, 55, 12], [65, 10, 66, 11], [14, 23, 15, 24], [12, 53, 13, 54], [13, 64, 14, 65], [27, 18, 28, 19], [67, 16, 68, 17], [76, 18, 77, 17], [20, 51, 21, 52], [21, 59, 22, 58], [22, 63, 23, 64], [41, 29, 42, 28], [46, 30, 47, 29], [66, 25, 67, 26], [71, 31, 72, 30], [77, 27, 78, 26], [31, 45, 32, 44], [48, 33, 49, 34], [73, 32, 74, 33], [35, 50, 36, 51], [36, 60, 37, 59], [38, 61, 39, 62], [47, 43, 48, 42], [68, 39, 69, 40], [72, 44, 73, 43], [75, 41, 76, 40], [70, 45, 71, 46], [57, 52, 58, 53], [78, 56, 1, 55], [69, 74, 70, 75]]","[[-9, 1], [-8, -3], [-7, 5], [-6, -9], [-5, 12], [-4, -13], [-3, 14], [-2, -12], [-1, 9], [0, -5], [1, 3], [2, -1]]",11,"[[-3, 2], [-2, -9], [-1, 20], [0, -25], [1, 20], [2, -9], [3, 2]]",6,-2,87,"[1, -3, 5, -9, 12, -13, 14, -12, 9, -5, 3, -1]",-9,2
"[-0.572002, -0.0717325, -0.523994, 2.41282, -1.59914, 0.6277, -0.310297, -1.29272, 0.528455, -0.0477275, -0.0677136, -1.64034, -1.99738, 0.486886, 0.827069, -0.288521, -1.03152, -0.380408, -1.61333, -0.0263173, 1.01969]","[[10, 5, 11, 6], [32, 3, 33, 4], [48, 1, 49, 2], [57, 4, 58, 5], [65, 3, 66, 2], [7, 54, 8, 55], [6, 70, 7, 69], [28, 12, 29, 11], [39, 12, 40, 13], [55, 8, 56, 9], [68, 10, 69, 9], [16, 21, 17, 22], [14, 37, 15, 38], [13, 44, 14, 45], [15, 62, 16, 63], [34, 17, 35, 18], [41, 18, 42, 19], [20, 35, 21, 36], [19, 42, 20, 43], [23, 50, 24, 51], [22, 64, 23, 63], [33, 26, 34, 27], [49, 24, 50, 25], [58, 27, 59, 28], [64, 26, 65, 25], [30, 53, 31, 54], [29, 71, 30, 70], [66, 32, 67, 31], [38, 46, 39, 45], [36, 62, 37, 61], [59, 41, 60, 40], [47, 52, 48, 53], [43, 61, 44, 60], [46, 72, 47, 71], [51, 1, 52, 72], [67, 57, 68, 56]]","[[-13, 1], [-12, -2], [-11, 4], [-10, -6], [-9, 5], [-8, -3], [-6, 2], [-5, -3], [-4, 3], [-3, -1], [-2, -1], [-1, 3], [0, -3], [1, 3], [2, -1]]",15,"[[-5, 1], [-4, -6], [-3, 10], [-2, -4], [-1, -5], [0, 9], [1, -5], [2, -4], [3, 10], [4, -6], [5, 1]]",10,-2,23,"[1, -2, 4, -6, 5, -3, 2, -3, 3, -1, -1, 3, -3, 3, -1]",-13,2
"[-1.95844, 1.3474, -0.134395, 0.798683, 0.34293, -0.0666093, -1.90887, -0.166673, 0.788791, -0.580203, 0.283206, 0.739213, -0.676417, -2.10674, 1.62055, -1.16881, 1.0797, -1.49592, -1.86168, 0.19637, 0.112555, -0.312382, -2.26847, -0.409465, 0.193119, 1.23881, 0.819977]","[[21, 2, 22, 3], [46, 3, 47, 4], [61, 7, 62, 6], [74, 5, 75, 6], [78, 2, 79, 1], [83, 5, 84, 4], [8, 32, 9, 31], [9, 38, 10, 39], [7, 50, 8, 51], [17, 15, 18, 14], [56, 13, 57, 14], [66, 11, 67, 12], [69, 13, 70, 12], [88, 15, 89, 16], [93, 11, 94, 10], [16, 89, 17, 90], [25, 19, 26, 18], [86, 19, 87, 20], [101, 20, 102, 21], [22, 78, 23, 77], [23, 80, 24, 81], [40, 29, 41, 30], [55, 27, 56, 26], [65, 29, 66, 28], [70, 27, 71, 28], [87, 25, 88, 24], [33, 59, 34, 58], [32, 91, 33, 92], [30, 96, 31, 95], [57, 35, 58, 34], [68, 35, 69, 36], [36, 67, 37, 68], [37, 93, 38, 92], [39, 94, 40, 95], [52, 41, 53, 42], [63, 42, 64, 43], [72, 44, 73, 43], [85, 44, 86, 45], [100, 45, 101, 46], [49, 60, 50, 61], [47, 77, 48, 76], [48, 81, 49, 82], [51, 96, 52, 97], [64, 53, 65, 54], [71, 55, 72, 54], [59, 91, 60, 90], [97, 63, 98, 62], [98, 73, 99, 74], [75, 83, 76, 82], [102, 80, 1, 79], [99, 85, 100, 84]]","[[-12, 1], [-11, -1], [-10, -6], [-9, 28], [-8, -71], [-7, 128], [-6, -180], [-5, 205], [-4, -191], [-3, 142], [-2, -72], [0, 57], [1, -83], [2, 79], [3, -55], [4, 29], [5, -14], [6, 9], [7, -7], [8, 4], [9, -1]]",21,"[[-7, -2], [-6, 13], [-5, -38], [-4, 58], [-3, -25], [-2, -90], [-1, 236], [0, -303], [1, 236], [2, -90], [3, -25], [4, 58], [5, -38], [6, 13], [7, -2]]",14,-2,683,"[1, -1, -6, 28, -71, 128, -180, 205, -191, 142, -72, 57, -83, 79, -55, 29, -14, 9, -7, 4, -1]",-12,9
"[0.0956788, 0.834394, 0.081133, -0.896024, -1.05459, -0.65279, -0.857488, -0.653633, 1.76837, 0.785391, -0.156201, 0.0334968, 1.09267, -0.35232, 0.715366, -0.418627, 0.0970219, 0.347791, -0.797179, 0.143849, 0.786964, 0.3612, -1.18798]","[[14, 5, 15, 6], [21, 3, 22, 2], [33, 5, 34, 4], [44, 4, 45, 3], [52, 1, 53, 2], [8, 25, 9, 26], [7, 41, 8, 40], [6, 57, 7, 58], [28, 9, 29, 10], [37, 11, 38, 10], [46, 14, 47, 13], [49, 12, 50, 13], [66, 11, 67, 12], [15, 33, 16, 32], [16, 44, 17, 43], [20, 17, 21, 18], [53, 19, 54, 18], [19, 55, 20, 54], [51, 23, 52, 22], [68, 24, 1, 23], [24, 29, 25, 30], [26, 63, 27, 64], [62, 27, 63, 28], [30, 41, 31, 42], [31, 57, 32, 56], [45, 34, 46, 35], [50, 36, 51, 35], [61, 39, 62, 38], [67, 37, 68, 36], [42, 56, 43, 55], [39, 65, 40, 64], [47, 58, 48, 59], [59, 48, 60, 49], [65, 61, 66, 60]]","[[-3, -3], [-2, 12], [-1, -26], [0, 38], [1, -41], [2, 33], [3, -13], [4, -8], [5, 28], [6, -40], [7, 41], [8, -32], [9, 16], [10, -3], [11, -3], [12, 3], [13, -1]]",16,"[[-5, 1], [-4, -1], [-3, -1], [-2, 2], [-1, -1], [0, 1], [1, -1], [2, 2], [3, -1], [4, -1], [5, 1]]",10,0,5,"[-3, 12, -26, 38, -41, 33, -13, -8, 28, -40, 41, -32, 16, -3, -3, 3, -1]",-3,13
"[0.996699, 1.3833, -0.733884, -0.938613, 0.372137, -0.211357, 0.0113313, 0.283458, 0.977269, 0.688568, 0.862873, 0.288476, -0.637054, 0.505638, -0.552088, 1.07329, -1.93916, 0.73854, -1.24183, -0.939149, 0.420191]","[[12, 4, 13, 3], [16, 1, 17, 2], [23, 3, 24, 2], [27, 5, 28, 4], [5, 27, 6, 26], [6, 30, 7, 29], [7, 44, 8, 45], [10, 31, 11, 32], [8, 36, 9, 35], [9, 43, 10, 42], [24, 13, 25, 14], [38, 12, 39, 11], [14, 45, 15, 46], [46, 15, 1, 16], [21, 19, 22, 18], [40, 17, 41, 18], [19, 33, 20, 32], [33, 21, 34, 20], [39, 23, 40, 22], [25, 28, 26, 29], [30, 38, 31, 37], [41, 35, 42, 34], [36, 44, 37, 43]]","[[-1, -1], [0, 4], [1, -8], [2, 12], [3, -15], [4, 18], [5, -16], [6, 14], [7, -10], [8, 5], [9, -2]]",10,"[[-4, 2], [-3, -8], [-2, 16], [-1, -18], [0, 17], [1, -18], [2, 16], [3, -8], [4, 2]]",8,4,105,"[-1, 4, -8, 12, -15, 18, -16, 14, -10, 5, -2]",-1,9
"[-2.3459, 1.01466, -0.399735, -1.86614, 0.462843, -0.203597, 1.13516, -1.42464, -2.2063, 0.276669, -1.28849, 1.01886, 0.596935, 1.01663, -0.0733019, -1.5844, 1.28601, -0.447612, -1.13313, 0.639091, 0.62113, 1.13343, 0.0774454, -0.887502, -0.0118694]","[[34, 1, 35, 2], [55, 3, 56, 2], [61, 5, 62, 4], [80, 3, 81, 4], [94, 6, 95, 5], [10, 22, 11, 21], [9, 32, 10, 33], [11, 50, 12, 51], [6, 60, 7, 59], [8, 66, 9, 65], [7, 99, 8, 98], [12, 108, 13, 107], [38, 18, 39, 17], [51, 16, 52, 17], [75, 19, 76, 18], [86, 14, 87, 13], [88, 15, 89, 16], [105, 15, 106, 14], [22, 32, 23, 31], [19, 41, 20, 40], [23, 66, 24, 67], [20, 78, 21, 77], [24, 99, 25, 100], [46, 26, 47, 25], [69, 28, 70, 29], [101, 26, 102, 27], [110, 27, 111, 28], [30, 50, 31, 49], [29, 108, 30, 109], [42, 36, 43, 35], [74, 37, 75, 38], [78, 34, 79, 33], [115, 36, 116, 37], [39, 76, 40, 77], [54, 44, 55, 43], [82, 45, 83, 46], [91, 45, 92, 44], [116, 42, 1, 41], [48, 68, 49, 67], [47, 101, 48, 100], [73, 53, 74, 52], [79, 56, 80, 57], [96, 58, 97, 57], [114, 54, 115, 53], [58, 63, 59, 64], [93, 60, 94, 61], [95, 63, 96, 62], [64, 98, 65, 97], [68, 110, 69, 109], [85, 71, 86, 70], [89, 72, 90, 73], [104, 72, 105, 71], [92, 82, 93, 81], [102, 83, 103, 84], [111, 84, 112, 85], [87, 106, 88, 107], [113, 91, 114, 90], [112, 103, 113, 104]]","[[-5, 1], [-4, 2], [-3, -38], [-2, 153], [-1, -349], [0, 506], [1, -398], [2, -139], [3, 1034], [4, -1962], [5, 2536], [6, -2513], [7, 1881], [8, -826], [9, -332], [10, 1227], [11, -1586], [12, 1381], [13, -851], [14, 331], [15, -32], [16, -49], [17, 30], [18, -5], [19, -2], [20, 1]]",25,"[[-8, 4], [-7, -42], [-6, 172], [-5, -358], [-4, 366], [-3, 8], [-2, -676], [-1, 1339], [0, -1625], [1, 1339], [2, -676], [3, 8], [4, 366], [5, -358], [6, 172], [7, -42], [8, 4]]",16,6,3787,"[1, 2, -38, 153, -349, 506, -398, -139, 1034, -1962, 2536, -2513, 1881, -826, -332, 1227, -1586, 1381, -851, 331, -32, -49, 30, -5, -2, 1]",-5,20
"[-1.85778, 0.232651, 0.158226, -0.783885, 0.451997, 1.51828, -1.03711, -0.761818, 1.33215, 0.271027, 0.405822, -0.175581, -1.60007, -0.624831, -0.0760037, -0.42246, -0.907805, 0.572168, 0.988614, 0.222843, 1.42068, 0.01473, -1.72038, 1.18778, 0.272399]","[[38, 3, 39, 4], [55, 3, 56, 2], [60, 5, 61, 6], [69, 4, 70, 5], [74, 2, 75, 1], [6, 61, 7, 62], [23, 11, 24, 10], [39, 9, 40, 8], [46, 10, 47, 9], [70, 8, 71, 7], [14, 28, 15, 27], [12, 44, 13, 43], [11, 53, 12, 52], [15, 63, 16, 62], [13, 73, 14, 72], [16, 79, 17, 80], [29, 19, 30, 18], [64, 20, 65, 19], [78, 17, 79, 18], [21, 44, 22, 45], [20, 73, 21, 74], [53, 23, 54, 22], [25, 43, 26, 42], [24, 52, 25, 51], [28, 64, 29, 63], [26, 72, 27, 71], [34, 31, 35, 32], [77, 31, 78, 30], [81, 32, 82, 33], [33, 80, 34, 81], [49, 40, 50, 41], [58, 36, 59, 35], [67, 37, 68, 36], [84, 37, 85, 38], [41, 48, 42, 49], [54, 46, 55, 45], [47, 51, 48, 50], [66, 57, 67, 58], [85, 57, 86, 56], [82, 59, 83, 60], [76, 66, 77, 65], [83, 68, 84, 69], [86, 76, 1, 75]]","[[-4, 1], [-3, -4], [-2, 7], [-1, 1], [0, -40], [1, 129], [2, -268], [3, 431], [4, -569], [5, 639], [6, -616], [7, 506], [8, -339], [9, 161], [10, -18], [11, -61], [12, 77], [13, -56], [14, 27], [15, -8], [16, 1]]",20,"[[-8, -1], [-7, 12], [-6, -60], [-5, 171], [-4, -316], [-3, 400], [-2, -366], [-1, 286], [0, -251], [1, 286], [2, -366], [3, 400], [4, -316], [5, 171], [6, -60], [7, 12], [8, -1]]",16,6,3475,"[1, -4, 7, 1, -40, 129, -268, 431, -569, 639, -616, 506, -339, 161, -18, -61, 77, -56, 27, -8, 1]",-4,16
