permutation,PD_code,Jones_polynomial,Jones_polynomial_span,Alexander_polynomial,Alexander_polynomial_span,Signature,Determinant,coefficients,min_degree,max_degree
"[-0.901129, 0.498685, 0.94442, -0.789874, -0.667516, -0.0223917, 0.507327, -2.75342, 0.303464, 0.25238, -1.49749, -0.529168, -0.746353, -0.567598, 0.18202, 0.320339, -0.573909, 0.222567, 2.67265, 0.605883, 1.80123, 0.587882, -1.61931, 0.206306, -0.369863, -0.447861, 0.979018, -0.501418, -1.37262]","[[42, 1, 43, 2], [2, 20, 3, 19], [8, 3, 9, 4], [17, 5, 18, 4], [72, 5, 73, 6], [7, 19, 8, 18], [6, 71, 7, 72], [58, 10, 59, 9], [75, 10, 76, 11], [12, 23, 13, 24], [11, 46, 12, 47], [24, 13, 25, 14], [47, 14, 48, 15], [59, 16, 60, 17], [74, 16, 75, 15], [20, 43, 21, 44], [21, 56, 22, 57], [22, 78, 23, 77], [38, 28, 39, 27], [52, 29, 53, 30], [62, 25, 63, 26], [67, 29, 68, 28], [79, 27, 80, 26], [30, 35, 31, 36], [31, 54, 32, 55], [32, 66, 33, 65], [53, 34, 54, 35], [66, 34, 67, 33], [36, 55, 37, 56], [37, 65, 38, 64], [50, 39, 51, 40], [69, 41, 70, 40], [82, 41, 1, 42], [44, 57, 45, 58], [45, 77, 46, 76], [61, 48, 62, 49], [68, 52, 69, 51], [80, 50, 81, 49], [73, 60, 74, 61], [63, 78, 64, 79], [81, 70, 82, 71]]","[[-17, -1], [-16, 6], [-15, -15], [-14, 21], [-13, -11], [-12, -20], [-11, 60], [-10, -89], [-9, 93], [-8, -70], [-7, 28], [-6, 19], [-5, -60], [-4, 79], [-3, -69], [-2, 40], [-1, -8], [0, -8], [1, 10], [2, -5], [3, 1]]",20,"[[-8, 1], [-7, -5], [-6, 12], [-5, -19], [-4, 13], [-3, 9], [-2, -24], [-1, 29], [0, -31], [1, 29], [2, -24], [3, 9], [4, 13], [5, -19], [6, 12], [7, -5], [8, 1]]",16,-6,55,"[-1, 6, -15, 21, -11, -20, 60, -89, 93, -70, 28, 19, -60, 79, -69, 40, -8, -8, 10, -5, 1]",-17,3
"[-1.34386, -0.612635, -0.109048, 0.288879, -1.12303, -0.00236442, -0.264495, -1.02126, -0.502021, -0.78728, 1.47448, 0.58878, -0.757323, 1.12805, 0.630381, 0.230584, -1.20564, 1.10258, 0.172004, -0.476343, -2.31571, 0.396293, -0.173914, 1.44258, -0.519737]","[[12, 4, 13, 3], [70, 2, 71, 1], [77, 2, 78, 3], [107, 4, 108, 5], [7, 51, 8, 50], [5, 93, 6, 92], [6, 111, 7, 112], [35, 8, 36, 9], [40, 12, 41, 11], [52, 10, 53, 9], [76, 14, 77, 13], [95, 11, 96, 10], [17, 49, 18, 48], [18, 55, 19, 56], [19, 62, 20, 63], [14, 72, 15, 71], [15, 89, 16, 88], [16, 104, 17, 103], [31, 20, 32, 21], [45, 25, 46, 24], [58, 23, 59, 24], [65, 22, 66, 23], [82, 22, 83, 21], [100, 26, 101, 25], [27, 47, 28, 46], [28, 57, 29, 58], [29, 64, 30, 65], [30, 84, 31, 83], [26, 102, 27, 101], [53, 34, 54, 35], [61, 32, 62, 33], [114, 34, 115, 33], [36, 51, 37, 52], [38, 93, 39, 94], [37, 111, 38, 110], [69, 42, 70, 43], [78, 42, 79, 41], [98, 43, 99, 44], [108, 40, 109, 39], [117, 44, 118, 45], [47, 87, 48, 86], [49, 112, 50, 113], [56, 85, 57, 86], [54, 114, 55, 113], [66, 60, 67, 59], [81, 60, 82, 61], [63, 84, 64, 85], [97, 69, 98, 68], [116, 68, 117, 67], [72, 90, 73, 89], [74, 91, 75, 92], [73, 105, 74, 104], [96, 79, 97, 80], [106, 76, 107, 75], [115, 80, 116, 81], [87, 102, 88, 103], [105, 90, 106, 91], [109, 95, 110, 94], [118, 99, 1, 100]]","[[-11, -1], [-10, 6], [-9, -12], [-8, -4], [-7, 60], [-6, -106], [-5, 38], [-4, 167], [-3, -352], [-2, 296], [-1, 67], [0, -582], [1, 1012], [2, -1212], [3, 1144], [4, -815], [5, 291], [6, 262], [7, -602], [8, 599], [9, -354], [10, 105], [11, -1], [12, 9], [13, -30], [14, 23], [15, -8], [16, 1]]",27,"[[-6, -2], [-5, 16], [-4, -68], [-3, 176], [-2, -312], [-1, 434], [0, -487], [1, 434], [2, -312], [3, 176], [4, -68], [5, 16], [6, -2]]",12,2,2503,"[-1, 6, -12, -4, 60, -106, 38, 167, -352, 296, 67, -582, 1012, -1212, 1144, -815, 291, 262, -602, 599, -354, 105, -1, 9, -30, 23, -8, 1]",-11,16
"[1.23798, -0.949834, 0.828463, 1.03011, 0.413453, -0.90347, 0.539797, 0.188616, -0.213873, 0.814326, 0.826978, 0.124228, -0.668861, -1.04212, -0.397802, 1.17083, -1.24202, -1.24221, -0.0343278, -0.265089, -0.272467, -0.338224, 1.19108]","[[7, 5, 8, 4], [10, 1, 11, 2], [17, 2, 18, 3], [24, 6, 25, 5], [32, 4, 33, 3], [6, 24, 7, 23], [15, 9, 16, 8], [34, 9, 1, 10], [28, 11, 29, 12], [12, 29, 13, 30], [13, 21, 14, 20], [21, 15, 22, 14], [27, 18, 28, 19], [33, 16, 34, 17], [19, 30, 20, 31], [22, 25, 23, 26], [26, 32, 27, 31]]","[[-7, 1], [-6, -1], [-5, 1], [-4, -1], [-1, -1], [0, 2], [1, -1], [2, 1]]",9,"[[-2, -1], [0, 3], [2, -1]]",4,0,1,"[1, -1, 1, -1, -1, 2, -1, 1]",-7,2
"[-0.715535, 0.151299, 0.560947, -0.90216, -0.911752, 0.43045, -0.544652, -0.14001, 1.82432, -0.671126, -0.344606, -0.614709, 0.98703, 1.89134, -1.74147, 0.248782, -1.65502, -1.25408, 1.48331, 0.396265, -0.24762, 0.950202, 1.7968, 1.60399, -1.10537, -0.386125, -0.126498]","[[16, 4, 17, 3], [36, 6, 37, 5], [39, 2, 40, 3], [47, 5, 48, 4], [62, 2, 63, 1], [6, 12, 7, 11], [7, 21, 8, 20], [8, 66, 9, 65], [19, 11, 20, 10], [64, 10, 65, 9], [13, 29, 14, 28], [12, 36, 13, 35], [14, 46, 15, 45], [30, 16, 31, 15], [38, 18, 39, 17], [49, 19, 50, 18], [21, 53, 22, 52], [33, 22, 34, 23], [42, 25, 43, 26], [54, 24, 55, 23], [59, 25, 60, 24], [27, 44, 28, 45], [26, 58, 27, 57], [40, 32, 41, 31], [46, 29, 47, 30], [61, 32, 62, 33], [34, 53, 35, 54], [48, 37, 49, 38], [56, 42, 57, 41], [43, 59, 44, 58], [63, 50, 64, 51], [51, 66, 52, 1], [60, 56, 61, 55]]","[[1, -1], [2, 4], [3, -10], [4, 19], [5, -28], [6, 36], [7, -37], [8, 33], [9, -21], [10, 8], [11, 4], [12, -13], [13, 15], [14, -14], [15, 9], [16, -4], [17, 1]]",16,"[[-6, 1], [-5, -4], [-4, 11], [-3, -17], [-2, 17], [-1, -13], [0, 11], [1, -13], [2, 17], [3, -17], [4, 11], [5, -4], [6, 1]]",12,8,137,"[-1, 4, -10, 19, -28, 36, -37, 33, -21, 8, 4, -13, 15, -14, 9, -4, 1]",1,17
"[-0.0716802, 1.57496, 0.0955023, -0.42041, 1.06952, -0.0939258, 0.820132, 0.376668, -1.02013, -1.2682, -1.6222, -0.439361, -0.606831, -0.895859, -0.92081, 1.50476, 0.178165, 0.414214, 0.704291, 0.0866748, -0.22227, -0.154321, -0.776712, 0.844331, 0.105803, 0.662504, -0.678876, -1.47999, -1.55658]","[[34, 2, 35, 1], [75, 2, 76, 3], [36, 3, 37, 4], [44, 5, 45, 6], [73, 5, 74, 4], [7, 22, 8, 23], [8, 27, 9, 28], [6, 57, 7, 58], [66, 10, 67, 9], [10, 26, 11, 25], [48, 12, 49, 11], [69, 12, 70, 13], [13, 40, 14, 41], [14, 62, 15, 61], [16, 32, 17, 31], [15, 53, 16, 52], [32, 18, 33, 17], [37, 18, 38, 19], [46, 21, 47, 22], [55, 21, 56, 20], [72, 20, 73, 19], [23, 28, 24, 29], [67, 25, 68, 24], [29, 42, 30, 43], [30, 60, 31, 59], [26, 66, 27, 65], [53, 39, 54, 38], [62, 40, 63, 39], [74, 35, 75, 36], [76, 34, 1, 33], [41, 51, 42, 50], [43, 59, 44, 58], [56, 46, 57, 45], [64, 48, 65, 47], [68, 49, 69, 50], [51, 61, 52, 60], [71, 55, 72, 54], [70, 64, 71, 63]]","[[0, -2], [1, 11], [2, -26], [3, 46], [4, -62], [5, 70], [6, -68], [7, 55], [8, -36], [9, 16], [10, 1], [11, -9], [12, 9], [13, -5], [14, 1]]",14,"[[-5, 4], [-4, -25], [-3, 58], [-2, -62], [-1, 30], [0, -9], [1, 30], [2, -62], [3, 58], [4, -25], [5, 4]]",10,6,367,"[-2, 11, -26, 46, -62, 70, -68, 55, -36, 16, 1, -9, 9, -5, 1]",0,14
"[0.349858, 2.64614, -2.56438, -0.176523, -0.364297, 1.6986, 1.06235, 1.51805, -0.902291, -1.04067, 0.460155, -0.0590918, -0.102094, -0.290862, 0.497577, 0.727637, 0.234534, -0.387274, -1.83654, 1.29115, 1.56797, 0.167325, -1.24119, -0.7882, 0.350558, -2.16559, 0.171297, 0.912741, 0.687213, -2.00824, 0.471307]","[[6, 4, 7, 3], [25, 4, 26, 5], [68, 1, 69, 2], [83, 2, 84, 3], [5, 26, 6, 27], [44, 8, 45, 7], [47, 10, 48, 11], [65, 9, 66, 8], [80, 10, 81, 9], [11, 14, 12, 15], [49, 12, 50, 13], [13, 50, 14, 51], [16, 86, 17, 85], [15, 96, 16, 1], [17, 31, 18, 30], [18, 39, 19, 40], [19, 93, 20, 92], [43, 24, 44, 25], [53, 23, 54, 22], [64, 23, 65, 24], [74, 21, 75, 22], [89, 21, 90, 20], [32, 37, 33, 38], [27, 57, 28, 56], [29, 58, 30, 59], [28, 71, 29, 72], [31, 86, 32, 87], [33, 95, 34, 94], [77, 35, 78, 34], [40, 60, 41, 59], [35, 77, 36, 76], [38, 88, 39, 87], [36, 95, 37, 96], [55, 43, 56, 42], [72, 41, 73, 42], [51, 48, 52, 49], [66, 46, 67, 45], [81, 47, 82, 46], [63, 54, 64, 55], [79, 52, 80, 53], [57, 70, 58, 71], [60, 92, 61, 91], [73, 62, 74, 63], [82, 68, 83, 67], [90, 62, 91, 61], [69, 85, 70, 84], [78, 76, 79, 75], [88, 94, 89, 93]]","[[-9, -1], [-8, 6], [-7, -19], [-6, 42], [-5, -73], [-4, 106], [-3, -133], [-2, 148], [-1, -145], [0, 126], [1, -96], [2, 63], [3, -34], [4, 15], [5, -5], [6, 1]]",15,"[[-5, -3], [-4, 20], [-3, -63], [-2, 127], [-1, -187], [0, 213], [1, -187], [2, 127], [3, -63], [4, 20], [5, -3]]",10,0,1013,"[-1, 6, -19, 42, -73, 106, -133, 148, -145, 126, -96, 63, -34, 15, -5, 1]",-9,6
"[0.310637, -0.586666, -0.931693, 1.52078, -0.667499, 1.79361, 0.614236, -1.23318, -1.32173, -0.281845, 0.171173, -0.724815, 0.637737, 1.09849, 0.641581, 0.59371, 0.0524072, 0.67835, -0.995392, 0.244005, 0.220615, -0.165268, 0.157632, -0.488535, -2.28047, 0.468944, -0.355552]","[[26, 3, 27, 4], [57, 3, 58, 2], [65, 4, 66, 5], [78, 1, 79, 2], [6, 13, 7, 14], [10, 48, 11, 47], [8, 51, 9, 52], [5, 72, 6, 73], [7, 85, 8, 84], [9, 90, 10, 91], [66, 11, 67, 12], [16, 46, 17, 45], [15, 52, 16, 53], [12, 71, 13, 72], [14, 84, 15, 83], [28, 18, 29, 17], [55, 18, 56, 19], [22, 34, 23, 33], [21, 41, 22, 40], [19, 42, 20, 43], [20, 81, 21, 82], [34, 24, 35, 23], [58, 26, 59, 25], [77, 24, 78, 25], [92, 27, 93, 28], [32, 40, 33, 39], [29, 44, 30, 45], [30, 54, 31, 53], [31, 82, 32, 83], [59, 37, 60, 36], [76, 35, 77, 36], [37, 65, 38, 64], [38, 73, 39, 74], [43, 54, 44, 55], [41, 81, 42, 80], [46, 91, 47, 92], [67, 48, 68, 49], [49, 70, 50, 71], [50, 86, 51, 85], [93, 57, 94, 56], [60, 64, 61, 63], [61, 74, 62, 75], [75, 62, 76, 63], [87, 69, 88, 68], [69, 89, 70, 88], [94, 79, 1, 80], [86, 89, 87, 90]]","[[-13, 1], [-12, -6], [-11, 15], [-10, -28], [-9, 41], [-8, -45], [-7, 36], [-6, -13], [-5, -20], [-4, 52], [-3, -74], [-2, 83], [-1, -75], [0, 56], [1, -33], [2, 14], [3, -3]]",16,"[[-7, 1], [-6, -4], [-5, 5], [-4, 2], [-3, -17], [-2, 35], [-1, -45], [0, 47], [1, -45], [2, 35], [3, -17], [4, 2], [5, 5], [6, -4], [7, 1]]",14,-4,225,"[1, -6, 15, -28, 41, -45, 36, -13, -20, 52, -74, 83, -75, 56, -33, 14, -3]",-13,3
"[-1.26593, 0.143905, -0.429628, -0.539858, 0.00738132, 0.0785439, 1.55097, -0.181694, 1.44852, 0.349742, 0.678396, 0.855041, -0.914453, -0.673948, 0.117092, -1.0169, -0.168551, 0.517589, -0.0570472, -0.30384, -0.346396]","[[14, 1, 15, 2], [37, 3, 38, 2], [3, 10, 4, 11], [5, 20, 6, 21], [6, 28, 7, 27], [4, 42, 5, 41], [7, 19, 8, 18], [8, 43, 9, 44], [13, 22, 14, 23], [12, 26, 13, 25], [9, 30, 10, 31], [11, 41, 12, 40], [32, 15, 33, 16], [45, 16, 46, 17], [21, 27, 22, 26], [19, 28, 20, 29], [17, 34, 18, 35], [38, 24, 39, 23], [24, 40, 25, 39], [29, 42, 30, 43], [36, 31, 37, 32], [46, 33, 1, 34], [44, 36, 45, 35]]","[[-4, -1], [-3, 1], [-1, 1]]",3,"[[-1, 1], [0, -1], [1, 1]]",2,-2,3,"[-1, 1, 1]",-4,-1
"[-0.639573, -0.182188, 0.803169, 0.156024, 0.879664, -0.778415, 0.0212935, -2.88767, 0.896546, -0.0550296, -0.615977, -1.87148, -1.57937, -0.1853, -1.42215, 1.19428, 1.31825, -0.673944, -0.338777, -0.0497812, -0.280417, 0.337811, 0.683978, 0.784895, -1.46917, -1.69861, 0.00212715, 0.812839, -1.36157, -1.41938, 0.690911]","[[5, 39, 6, 38], [3, 47, 4, 46], [2, 71, 3, 72], [1, 85, 2, 84], [4, 106, 5, 105], [25, 8, 26, 9], [34, 10, 35, 9], [39, 7, 40, 6], [78, 8, 79, 7], [14, 17, 15, 18], [13, 28, 14, 29], [11, 33, 12, 32], [10, 76, 11, 75], [12, 99, 13, 100], [56, 16, 57, 15], [18, 30, 19, 29], [20, 31, 21, 32], [22, 36, 23, 35], [23, 43, 24, 42], [16, 56, 17, 55], [21, 74, 22, 75], [19, 101, 20, 100], [41, 25, 42, 24], [77, 26, 78, 27], [98, 28, 99, 27], [30, 102, 31, 101], [76, 34, 77, 33], [36, 44, 37, 43], [37, 81, 38, 80], [79, 41, 80, 40], [47, 61, 48, 60], [45, 83, 46, 82], [48, 90, 49, 89], [44, 103, 45, 104], [49, 69, 50, 68], [57, 55, 58, 54], [65, 53, 66, 52], [87, 51, 88, 50], [94, 52, 95, 51], [108, 53, 1, 54], [97, 58, 98, 59], [61, 71, 62, 70], [62, 85, 63, 86], [63, 93, 64, 92], [59, 106, 60, 107], [93, 65, 94, 64], [88, 67, 89, 68], [95, 66, 96, 67], [72, 83, 73, 84], [69, 90, 70, 91], [73, 103, 74, 102], [86, 92, 87, 91], [81, 104, 82, 105], [107, 96, 108, 97]]","[[1, 2], [2, -4], [3, -13], [4, 86], [5, -244], [6, 482], [7, -747], [8, 973], [9, -1096], [10, 1084], [11, -941], [12, 703], [13, -437], [14, 213], [15, -72], [16, 11], [17, 3], [18, -3], [19, 1]]",18,"[[-7, -9], [-6, 59], [-5, -189], [-4, 403], [-3, -643], [-2, 831], [-1, -931], [0, 959], [1, -931], [2, 831], [3, -643], [4, 403], [5, -189], [6, 59], [7, -9]]",14,8,7089,"[2, -4, -13, 86, -244, 482, -747, 973, -1096, 1084, -941, 703, -437, 213, -72, 11, 3, -3, 1]",1,19
"[-0.725068, 0.0476519, -0.739775, -0.886315, -0.655079, -1.72052, 0.195221, 0.583556, 0.770684, -0.0609325, -0.282634, -0.0930187, 0.981605, 0.130175, 2.3534, 0.679903, -1.03812, -0.358009, 0.52724, -0.783787, -0.0134948, 0.360311, 0.813417, -1.10484, -0.0356926, 2.51078, 1.45673]","[[16, 4, 17, 3], [25, 5, 26, 4], [38, 1, 39, 2], [47, 3, 48, 2], [6, 52, 7, 51], [5, 66, 6, 67], [34, 8, 35, 7], [9, 23, 10, 22], [8, 34, 9, 33], [11, 54, 12, 55], [10, 81, 11, 82], [12, 99, 13, 100], [28, 20, 29, 19], [37, 19, 38, 18], [48, 17, 49, 18], [63, 14, 64, 15], [78, 13, 79, 14], [96, 15, 97, 16], [20, 32, 21, 31], [23, 52, 24, 53], [24, 66, 25, 65], [21, 70, 22, 71], [36, 28, 37, 27], [49, 26, 50, 27], [84, 29, 85, 30], [32, 69, 33, 70], [30, 85, 31, 86], [68, 35, 69, 36], [74, 40, 75, 39], [109, 40, 110, 41], [41, 56, 42, 57], [43, 90, 44, 91], [42, 101, 43, 102], [62, 45, 63, 46], [67, 51, 68, 50], [77, 44, 78, 45], [95, 46, 96, 47], [53, 80, 54, 81], [55, 89, 56, 88], [57, 105, 58, 104], [75, 60, 76, 61], [94, 62, 95, 61], [103, 59, 104, 58], [108, 60, 109, 59], [64, 98, 65, 97], [71, 82, 72, 83], [72, 88, 73, 87], [93, 77, 94, 76], [110, 74, 1, 73], [83, 87, 84, 86], [79, 99, 80, 98], [89, 100, 90, 101], [91, 107, 92, 106], [107, 93, 108, 92], [102, 106, 103, 105]]","[[-14, 2], [-13, -9], [-12, 16], [-11, -2], [-10, -38], [-9, 55], [-8, 6], [-7, -78], [-6, -51], [-5, 528], [-4, -1207], [-3, 1692], [-2, -1635], [-1, 994], [0, -5], [1, -1004], [2, 1736], [3, -1953], [4, 1550], [5, -688], [6, -211], [7, 725], [8, -732], [9, 447], [10, -164], [11, 21], [12, 11], [13, -6], [14, 1]]",28,"[[-9, 4], [-8, -38], [-7, 157], [-6, -362], [-5, 505], [-4, -420], [-3, 131], [-2, 198], [-1, -436], [0, 523], [1, -436], [2, 198], [3, 131], [4, -420], [5, 505], [6, -362], [7, 157], [8, -38], [9, 4]]",18,2,1443,"[2, -9, 16, -2, -38, 55, 6, -78, -51, 528, -1207, 1692, -1635, 994, -5, -1004, 1736, -1953, 1550, -688, -211, 725, -732, 447, -164, 21, 11, -6, 1]",-14,14
"[0.767674, 1.28127, -0.485366, -0.0795524, -0.98847, -0.65902, 0.466111, -0.431297, 0.617102, -0.981677, -0.521128, 0.467175, 1.96544, -2.04213, -1.79456, 0.0883947, -1.0281, 1.71656, -2.72759, 0.249599, 1.29158, -1.64536, 0.470614, -1.26502, -1.17491]","[[10, 1, 11, 2], [18, 3, 19, 4], [29, 3, 30, 2], [37, 5, 38, 4], [7, 14, 8, 15], [5, 33, 6, 32], [8, 42, 9, 41], [6, 47, 7, 48], [50, 9, 51, 10], [13, 42, 14, 43], [11, 52, 12, 53], [12, 62, 13, 61], [39, 16, 40, 17], [48, 15, 49, 16], [23, 20, 24, 21], [30, 18, 31, 17], [58, 19, 59, 20], [21, 34, 22, 35], [27, 24, 28, 25], [35, 22, 36, 23], [25, 44, 26, 45], [38, 32, 39, 31], [45, 26, 46, 27], [59, 29, 60, 28], [33, 57, 34, 56], [49, 41, 50, 40], [57, 37, 58, 36], [43, 55, 44, 54], [46, 55, 47, 56], [62, 52, 1, 51], [53, 61, 54, 60]]","[[-12, 1], [-11, -4], [-10, 9], [-9, -12], [-8, 7], [-7, 13], [-6, -49], [-5, 94], [-4, -138], [-3, 166], [-2, -171], [-1, 154], [0, -117], [1, 74], [2, -36], [3, 11], [5, -2], [6, 1]]",18,"[[-7, -2], [-6, 10], [-5, -23], [-4, 21], [-3, 28], [-2, -131], [-1, 244], [0, -293], [1, 244], [2, -131], [3, 28], [4, 21], [5, -23], [6, 10], [7, -2]]",14,-2,987,"[1, -4, 9, -12, 7, 13, -49, 94, -138, 166, -171, 154, -117, 74, -36, 11, -2, 1]",-12,6
"[0.389155, 0.901161, 0.772889, 1.48927, 0.476845, 1.34808, -0.179752, 0.199374, -0.773073, 0.321018, -0.237259, -1.26055, -0.747269, -0.0694809, -1.06335, -0.522197, 1.44978, -1.33547, 1.07731, 0.768081, 0.766424, 0.62204, 0.323442, -1.09159, 0.944775, -0.987293, -0.324028]","[[31, 3, 32, 2], [40, 2, 41, 1], [3, 14, 4, 15], [28, 5, 29, 6], [37, 4, 38, 5], [9, 19, 10, 18], [7, 26, 8, 27], [6, 46, 7, 45], [10, 66, 11, 65], [8, 85, 9, 86], [30, 14, 31, 13], [39, 13, 40, 12], [64, 12, 65, 11], [15, 37, 16, 36], [16, 44, 17, 43], [20, 68, 21, 67], [19, 78, 20, 79], [17, 86, 18, 87], [57, 23, 58, 22], [70, 24, 71, 23], [80, 21, 81, 22], [27, 44, 28, 45], [25, 53, 26, 52], [24, 76, 25, 75], [38, 30, 39, 29], [41, 32, 42, 33], [88, 34, 1, 33], [35, 42, 36, 43], [34, 88, 35, 87], [47, 50, 48, 51], [46, 59, 47, 60], [48, 73, 49, 74], [72, 49, 73, 50], [51, 61, 52, 60], [55, 69, 56, 68], [54, 77, 55, 78], [53, 84, 54, 85], [63, 59, 64, 58], [81, 56, 82, 57], [61, 74, 62, 75], [71, 62, 72, 63], [66, 79, 67, 80], [82, 69, 83, 70], [76, 83, 77, 84]]","[[-10, -1], [-9, 5], [-8, -14], [-7, 22], [-6, -21], [-5, 6], [-4, 23], [-3, -56], [-2, 83], [-1, -94], [0, 87], [1, -63], [2, 30], [3, 1], [4, -19], [5, 22], [6, -15], [7, 7], [8, -2]]",18,"[[-6, -2], [-5, 8], [-4, -4], [-3, -22], [-2, 50], [-1, -61], [0, 63], [1, -61], [2, 50], [3, -22], [4, -4], [5, 8], [6, -2]]",12,0,301,"[-1, 5, -14, 22, -21, 6, 23, -56, 83, -94, 87, -63, 30, 1, -19, 22, -15, 7, -2]",-10,8
"[-0.44358, -0.526458, -0.966076, -0.114348, -0.219374, -0.440318, -1.74139, -1.08273, 1.47881, -0.136644, -0.908031, 0.0487333, -0.860382, -0.100035, 2.05216, 0.516387, 0.681198, 2.31104, 0.619077, 0.650987, -1.48833, 1.1743, 0.0375144, 0.760112, 1.00305, 3.18701, 1.91847, 0.195974, -1.28697, -0.579145, -0.832755]","[[22, 2, 23, 1], [31, 3, 32, 2], [4, 22, 5, 21], [3, 31, 4, 30], [11, 7, 12, 6], [18, 8, 19, 7], [24, 6, 25, 5], [33, 8, 34, 9], [9, 17, 10, 16], [27, 13, 28, 12], [35, 11, 36, 10], [14, 19, 15, 20], [13, 27, 14, 26], [15, 33, 16, 32], [34, 18, 35, 17], [20, 30, 21, 29], [36, 24, 1, 23], [25, 28, 26, 29]]","[[3, 1], [4, -2], [5, 4], [6, -4], [7, 5], [8, -5], [9, 4], [10, -2], [11, 1], [13, -1]]",10,"[[-3, 3], [-2, -5], [-1, 4], [0, -3], [1, 4], [2, -5], [3, 3]]",6,6,27,"[1, -2, 4, -4, 5, -5, 4, -2, 1, -1]",3,13
"[-0.572075, 0.713941, 0.0596371, -0.867264, -0.33387, -0.932483, 1.14518, -1.95595, -2.32642, -1.56414, 0.353586, 0.637429, -0.134222, -0.0463662, 0.0029678, -0.750536, -0.878748, 0.852494, -1.28941, -0.0798912, 1.32842]","[[1, 10, 2, 11], [15, 2, 16, 3], [13, 5, 14, 4], [20, 4, 21, 3], [24, 6, 25, 5], [6, 24, 7, 23], [12, 7, 13, 8], [19, 8, 20, 9], [9, 16, 10, 17], [21, 14, 22, 15], [26, 12, 27, 11], [17, 1, 18, 28], [25, 23, 26, 22], [27, 19, 28, 18]]","[[-3, -1], [-2, 2], [-1, -3], [0, 4], [1, -3], [2, 4], [3, -2], [4, 1], [5, -1]]",8,"[[-2, 2], [-1, -5], [0, 7], [1, -5], [2, 2]]",4,0,21,"[-1, 2, -3, 4, -3, 4, -2, 1, -1]",-3,5
"[-0.526751, -1.18185, 0.0928858, -0.0811665, -0.162678, 0.735372, 0.566111, -0.314799, 0.703196, 0.402524, -0.298303, -0.0587168, -0.814843, 0.481898, -0.819492, -0.334596, 1.59394, -0.547421, -1.8217, 0.273367, -0.155192]","[[30, 4, 31, 3], [35, 4, 36, 5], [54, 1, 55, 2], [63, 3, 64, 2], [5, 41, 6, 40], [19, 7, 20, 6], [27, 8, 28, 9], [38, 8, 39, 7], [60, 9, 61, 10], [11, 46, 12, 47], [12, 57, 13, 58], [10, 68, 11, 67], [29, 17, 30, 16], [36, 17, 37, 18], [55, 14, 56, 15], [62, 16, 63, 15], [70, 14, 1, 13], [18, 42, 19, 41], [22, 26, 23, 25], [20, 39, 21, 40], [21, 50, 22, 51], [32, 24, 33, 23], [24, 34, 25, 33], [26, 50, 27, 49], [43, 29, 44, 28], [52, 32, 53, 31], [34, 52, 35, 51], [42, 37, 43, 38], [61, 44, 62, 45], [68, 45, 69, 46], [47, 58, 48, 59], [48, 65, 49, 66], [64, 53, 65, 54], [69, 56, 70, 57], [59, 66, 60, 67]]","[[-5, -2], [-4, 6], [-3, -13], [-2, 20], [-1, -24], [0, 26], [1, -21], [2, 15], [3, -7], [5, 4], [6, -5], [7, 3], [8, -1]]",13,"[[-4, 1], [-3, -3], [-2, 11], [-1, -27], [0, 37], [1, -27], [2, 11], [3, -3], [4, 1]]",8,0,121,"[-2, 6, -13, 20, -24, 26, -21, 15, -7, 4, -5, 3, -1]",-5,8
"[-2.36724, -1.59192, 1.30711, 0.839791, 0.521736, -0.246901, -1.16194, 0.148659, 0.0471358, 0.0189194, 1.72843, -1.32972, -0.480869, 0.95001, -1.13475, 0.372815, -0.454022, -1.43525, 0.215029, -0.522007, 0.838818, 0.0473455, -0.562943, -0.632992, 1.00052]","[[30, 2, 31, 1], [2, 66, 3, 65], [15, 7, 16, 6], [39, 5, 40, 4], [56, 5, 57, 6], [66, 4, 67, 3], [10, 24, 11, 23], [9, 35, 10, 34], [7, 45, 8, 44], [8, 61, 9, 62], [27, 15, 28, 14], [37, 13, 38, 12], [48, 12, 49, 11], [58, 13, 59, 14], [69, 16, 70, 17], [20, 32, 21, 31], [18, 42, 19, 41], [17, 54, 18, 55], [19, 64, 20, 65], [21, 74, 22, 1], [49, 22, 50, 23], [24, 35, 25, 36], [25, 61, 26, 60], [38, 29, 39, 30], [45, 27, 46, 26], [57, 29, 58, 28], [33, 51, 34, 50], [32, 73, 33, 74], [47, 37, 48, 36], [67, 40, 68, 41], [42, 54, 43, 53], [43, 70, 44, 71], [59, 47, 60, 46], [52, 64, 53, 63], [51, 73, 52, 72], [68, 56, 69, 55], [62, 72, 63, 71]]","[[2, -4], [3, 28], [4, -84], [5, 174], [6, -273], [7, 353], [8, -390], [9, 375], [10, -313], [11, 218], [12, -119], [13, 40], [14, 1], [15, -9], [16, 4], [17, 1], [18, -1]]",16,"[[-5, 5], [-4, -40], [-3, 140], [-2, -297], [-1, 445], [0, -505], [1, 445], [2, -297], [3, 140], [4, -40], [5, 5]]",10,6,2359,"[-4, 28, -84, 174, -273, 353, -390, 375, -313, 218, -119, 40, 1, -9, 4, 1, -1]",2,18
